__time,/hsrb/joint_states/arm_flex_joint/effort,/hsrb/joint_states/arm_flex_joint/position,/hsrb/joint_states/arm_flex_joint/velocity,/hsrb/joint_states/arm_lift_joint/effort,/hsrb/joint_states/arm_lift_joint/position,/hsrb/joint_states/arm_lift_joint/velocity,/hsrb/joint_states/arm_roll_joint/effort,/hsrb/joint_states/arm_roll_joint/position,/hsrb/joint_states/arm_roll_joint/velocity,/hsrb/joint_states/base_l_drive_wheel_joint/effort,/hsrb/joint_states/base_l_drive_wheel_joint/position,/hsrb/joint_states/base_l_drive_wheel_joint/velocity,/hsrb/joint_states/base_r_drive_wheel_joint/effort,/hsrb/joint_states/base_r_drive_wheel_joint/position,/hsrb/joint_states/base_r_drive_wheel_joint/velocity,/hsrb/joint_states/base_roll_joint/effort,/hsrb/joint_states/base_roll_joint/position,/hsrb/joint_states/base_roll_joint/velocity,/hsrb/joint_states/hand_l_spring_proximal_joint/effort,/hsrb/joint_states/hand_l_spring_proximal_joint/position,/hsrb/joint_states/hand_l_spring_proximal_joint/velocity,/hsrb/joint_states/hand_motor_joint/effort,/hsrb/joint_states/hand_motor_joint/position,/hsrb/joint_states/hand_motor_joint/velocity,/hsrb/joint_states/hand_r_spring_proximal_joint/effort,/hsrb/joint_states/hand_r_spring_proximal_joint/position,/hsrb/joint_states/hand_r_spring_proximal_joint/velocity,/hsrb/joint_states/head_pan_joint/effort,/hsrb/joint_states/head_pan_joint/position,/hsrb/joint_states/head_pan_joint/velocity,/hsrb/joint_states/head_tilt_joint/effort,/hsrb/joint_states/head_tilt_joint/position,/hsrb/joint_states/head_tilt_joint/velocity,/hsrb/joint_states/header/seq,/hsrb/joint_states/header/stamp,/hsrb/joint_states/wrist_flex_joint/effort,/hsrb/joint_states/wrist_flex_joint/position,/hsrb/joint_states/wrist_flex_joint/velocity,/hsrb/joint_states/wrist_roll_joint/effort,/hsrb/joint_states/wrist_roll_joint/position,/hsrb/joint_states/wrist_roll_joint/velocity,/hsrb/pressure_sensor/data,/hsrb/wrist_wrench/compensated/header/seq,/hsrb/wrist_wrench/compensated/header/stamp,/hsrb/wrist_wrench/compensated/wrench/force/x,/hsrb/wrist_wrench/compensated/wrench/force/y,/hsrb/wrist_wrench/compensated/wrench/force/z,/hsrb/wrist_wrench/compensated/wrench/torque/x,/hsrb/wrist_wrench/compensated/wrench/torque/y,/hsrb/wrist_wrench/compensated/wrench/torque/z
1692616183.297374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70907.000000,1692616183.285622,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.308014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70908.000000,1692616183.295706,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.308432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,,,,,,,,
1692616183.328164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70909.000000,1692616183.305847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.328657,3.397213,-0.518826,0.000018,68.979112,0.201826,0.000008,-0.088320,-0.023132,0.000046,0.118668,21.263922,-0.007937,-0.016182,13.348206,0.000653,0.154560,-1.232289,0.000094,-1.881000,-0.039136,0.018999,0.022929,1.226136,0.002954,-1.605000,0.008864,0.018999,0.057040,-0.000015,0.000138,-1.176286,0.000006,-0.000038,35965.000000,1692616183.304815,0.651886,-1.052282,0.000048,-0.126171,0.011278,0.000048,,,,,,,,,
1692616183.339332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70911.000000,1692616183.327221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.343412,1.180936,-0.518443,-0.000046,67.523857,0.201826,0.000008,-0.099360,-0.023132,0.000046,-0.008091,21.263962,-0.001524,-0.008091,13.348206,0.000653,0.044160,-1.232300,-0.004900,-1.881000,-0.039546,0.037000,0.023746,1.225545,0.002954,-1.605000,0.008454,0.021999,0.042320,-0.000015,0.000138,-1.189429,0.000006,-0.000038,35966.000000,1692616183.324818,0.630857,-1.052282,0.000048,-0.184000,0.011278,0.000048,,,,,,,,,
1692616183.354690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70912.000000,1692616183.337598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.356766,1.148581,-0.518443,-0.000018,67.523857,0.201826,0.000008,0.038640,-0.023132,0.000046,-0.056637,21.263962,0.005502,-0.016182,13.348206,0.000653,0.121440,-1.232289,0.000094,-1.881000,-0.039546,0.030999,0.027020,1.225545,0.000000,-1.608000,0.005454,0.016000,0.071760,-0.000015,0.000138,-1.150000,0.000006,-0.000038,35967.000000,1692616183.334824,0.704457,-1.052282,0.000048,-0.162971,0.011278,0.000048,,,,,,,,,
1692616183.359207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70913.000000,1692616183.345541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.372007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70914.000000,1692616183.355620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.379235,0.905923,-0.518443,-0.000290,67.523857,0.201826,0.000008,-0.077280,-0.023132,0.000046,-0.024273,21.263962,0.003463,-0.018879,13.348206,0.000653,0.121440,-1.232289,0.000094,-1.876000,-0.039546,0.017999,0.024975,1.225545,0.000000,-1.608000,0.005454,0.004999,0.057040,-0.000015,0.000138,-1.261714,0.000006,-0.000038,35968.000000,1692616183.364815,0.646629,-1.052282,0.000048,-0.141943,0.011278,0.000048,,,,,,,,,
1692616183.380903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70915.000000,1692616183.366495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1692616183.389743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70916.000000,1692616183.375604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
